County,AUN,LEA,School Code,School,Oct 1 Enrollment Grades 7-12,Male Dropouts,Female Dropouts,Dropouts,Dropout Rate
Philadelphia,126515001,Philadelphia City SD,3847,Bartram John - Main,532,12,8,20,3.76%
Philadelphia,126515001,Philadelphia City SD,5183,Bethune Mary McLeod Sch,105,0,1,1,0.95%
Philadelphia,126515001,Philadelphia City SD,3662,Blaine James G Sch,89,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3663,Blankenburg Rudolph Sch,80,0,1,1,1.25%
Philadelphia,126515001,Philadelphia City SD,7070,Bodine William W HS,534,3,1,4,0.75%
Philadelphia,126515001,Philadelphia City SD,3620,Bregy F Amedee Sch,88,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3745,Bridesburg Sch,138,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3684,Brown Henry A Sch,120,0,2,2,1.67%
Philadelphia,126515001,Philadelphia City SD,3601,Bryant William C Sch,62,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,8332,Building 21,334,2,6,8,2.40%
Philadelphia,126515001,Philadelphia City SD,7023,Carver HS,932,3,0,3,0.32%
Philadelphia,126515001,Philadelphia City SD,3848,Central HS,"2,397",1,0,1,0.04%
Philadelphia,126515001,Philadelphia City SD,3622,Childs George W Sch,104,1,0,1,0.96%
Philadelphia,126515001,Philadelphia City SD,6767,Clemente Roberto MS,281,9,1,10,3.56%
Philadelphia,126515001,Philadelphia City SD,3782,Comegys Benjamin B Sch,97,0,1,1,1.03%
Philadelphia,126515001,Philadelphia City SD,7905,Constitution HS,385,0,2,2,0.52%
Philadelphia,126515001,Philadelphia City SD,6525,Conwell Russell MS,195,1,0,1,0.51%
Philadelphia,126515001,Philadelphia City SD,5122,Cook-Wissahickon Sch,103,1,1,2,1.94%
Philadelphia,126515001,Philadelphia City SD,7239,Cooke Jay MS,90,1,0,1,1.11%
Philadelphia,126515001,Philadelphia City SD,6996,Creative and Performing Arts,746,2,3,5,0.67%
Philadelphia,126515001,Philadelphia City SD,3706,Day Anna B Sch,104,1,0,1,0.96%
Philadelphia,126515001,Philadelphia City SD,7175,DeBurgos Bilingual Magnet MS,245,1,0,1,0.41%
Philadelphia,126515001,Philadelphia City SD,4727,Decatur Stephen Sch,226,1,0,1,0.44%
Philadelphia,126515001,Philadelphia City SD,3786,Dick William Sch,115,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3763,Disston Hamilton Sch,217,2,4,6,2.76%
Philadelphia,126515001,Philadelphia City SD,3841,Dobbins AVT HS,713,14,16,30,4.21%
Philadelphia,126515001,Philadelphia City SD,3726,Dobson James Sch,52,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,5040,Duckrey Tanner Sch,109,0,1,1,0.92%
Philadelphia,126515001,Philadelphia City SD,3687,Dunbar Paul L Sch,38,0,1,1,2.63%
Philadelphia,126515001,Philadelphia City SD,3849,Edison HS/Fareira Skills,"1,046",70,61,131,12.52%
Philadelphia,126515001,Philadelphia City SD,7235,Farrell Louis H Sch,276,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,7226,Fell D Newlin Sch,152,0,3,3,1.97%
Philadelphia,126515001,Philadelphia City SD,3816,Fels Samuel HS,946,62,41,103,10.89%
Philadelphia,126515001,Philadelphia City SD,7368,Feltonville Sch of Arts & Sciences,415,1,2,3,0.72%
Philadelphia,126515001,Philadelphia City SD,3739,Finletter Thomas K Sch,165,1,2,3,1.82%
Philadelphia,126515001,Philadelphia City SD,6913,Fitler Academics Plus,67,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3781,Fitzpatrick Aloysius L Sch,170,0,1,1,0.59%
Philadelphia,126515001,Philadelphia City SD,3850,Frankford HS,903,84,53,137,15.17%
Philadelphia,126515001,Philadelphia City SD,3851,Franklin Benjamin HS,420,34,13,47,11.19%
Philadelphia,126515001,Philadelphia City SD,7231,Franklin Benjamin Sch,181,0,1,1,0.55%
Philadelphia,126515001,Philadelphia City SD,6822,Franklin LC,916,18,17,35,3.82%
Philadelphia,126515001,Philadelphia City SD,3708,Franklin S Edmonds Sch,127,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3818,Furness Horace HS,655,38,14,52,7.94%
Philadelphia,126515001,Philadelphia City SD,7664,Gamp,460,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3625,Gideon Edward Sch,55,1,0,1,1.82%
Philadelphia,126515001,Philadelphia City SD,3843,Girls HS,843,0,6,6,0.71%
Philadelphia,126515001,Philadelphia City SD,4726,Greenberg Joseph Sch,191,1,0,1,0.52%
Philadelphia,126515001,Philadelphia City SD,5186,Greenfield Albert M Sch,99,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,5185,Hamilton Andrew Sch,125,1,2,3,2.40%
Philadelphia,126515001,Philadelphia City SD,7242,Harding Warren G MS,499,9,5,14,2.81%
Philadelphia,126515001,Philadelphia City SD,6528,Harrington Avery D Sch,86,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,5125,Hartranft John F Sch,89,1,0,1,1.12%
Philadelphia,126515001,Philadelphia City SD,3712,Henry Charles W Sch,89,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,5187,Heston Edward Sch,82,3,0,3,3.66%
Philadelphia,126515001,Philadelphia City SD,7229,Hill Freedman World Academy,601,4,4,8,1.33%
Philadelphia,126515001,Philadelphia City SD,3742,Hopkinson Francis Sch,195,4,2,6,3.08%
Philadelphia,126515001,Philadelphia City SD,3713,Houston Henry E Sch,107,1,0,1,0.93%
Philadelphia,126515001,Philadelphia City SD,3693,Hunter William H Sch,111,1,2,3,2.70%
Philadelphia,126515001,Philadelphia City SD,3642,Jackson Andrew Sch,108,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,5041,John Hancock Demonstration Sch,201,0,1,1,0.50%
Philadelphia,126515001,Philadelphia City SD,3714,John Story Jenks Academy for the Arts an,105,0,3,3,2.86%
Philadelphia,126515001,Philadelphia City SD,7963,Juniata Park Academy,259,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3645,Kearny Gen Philip Sch,59,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3626,Kelley William D Sch,43,1,0,1,2.33%
Philadelphia,126515001,Philadelphia City SD,8389,Kenderton El Sch,79,3,2,5,6.33%
Philadelphia,126515001,Philadelphia City SD,7852,Kensington Creative & Performing Arts HS,514,23,15,38,7.39%
Philadelphia,126515001,Philadelphia City SD,7855,Kensington Health Sciences,454,15,13,28,6.17%
Philadelphia,126515001,Philadelphia City SD,8388,Kensington HS,543,38,12,50,9.21%
Philadelphia,126515001,Philadelphia City SD,6675,King Martin Luther HS,540,48,35,83,15.37%
Philadelphia,126515001,Philadelphia City SD,3647,Kirkbride Eliza B Sch,125,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3670,Lamberton Robert E Sch,88,1,3,4,4.55%
Philadelphia,126515001,Philadelphia City SD,7811,Lankenau HS,354,1,0,1,0.28%
Philadelphia,126515001,Philadelphia City SD,6530,Lea Henry C Sch,100,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3664,Lewis C Cassidy Academics Plus Sch,77,2,1,3,3.90%
Philadelphia,126515001,Philadelphia City SD,3845,Lincoln HS,"1,770",93,52,145,8.19%
Philadelphia,126515001,Philadelphia City SD,3717,Lingelbach Anna L Sch,93,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,4732,Locke Alain Sch,97,0,1,1,1.03%
Philadelphia,126515001,Philadelphia City SD,6533,Longstreth William C Sch,86,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3694,Ludlow James R Sch,45,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,7521,Marshall Thurgood,148,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3842,Mastbaum Jules E AVTS,764,24,12,36,4.71%
Philadelphia,126515001,Philadelphia City SD,3808,Masterman Julia R Sec Sch,852,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3769,Mayfair Sch,395,2,3,5,1.27%
Philadelphia,126515001,Philadelphia City SD,3648,McCall Gen George A Sch,128,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3719,McCloskey John F Sch,80,1,2,3,3.75%
Philadelphia,126515001,Philadelphia City SD,3629,McDaniel Delaplaine Sch,73,1,0,1,1.37%
Philadelphia,126515001,Philadelphia City SD,5293,McKinley William Sch,97,3,2,5,5.15%
Philadelphia,126515001,Philadelphia City SD,3611,McMichael Morton Sch,82,2,1,3,3.66%
Philadelphia,126515001,Philadelphia City SD,3630,Meade Gen George C Sch,66,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,6768,Meehan Austin MS,654,7,6,13,1.99%
Philadelphia,126515001,Philadelphia City SD,3649,Meredith William M Sch,113,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,7022,Middle Years Alternative,157,0,1,1,0.64%
Philadelphia,126515001,Philadelphia City SD,3720,Mifflin Thomas Sch,57,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3798,Mitchell El Sch,84,1,0,1,1.19%
Philadelphia,126515001,Philadelphia City SD,4868,Morris Robert Sch,71,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3749,Morrison Andrew J Sch,139,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,7815,Motivation HS,401,4,4,8,2.00%
Philadelphia,126515001,Philadelphia City SD,7522,Munoz-Marin Luis,121,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3650,Nebinger George W Sch,57,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3855,Northeast HS,"3,462",106,47,153,4.42%
Philadelphia,126515001,Philadelphia City SD,3750,Olney El Sch,176,3,2,5,2.84%
Philadelphia,126515001,Philadelphia City SD,6960,Overbrook Edu Ctr,67,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,7472,Overbrook Elementary School,51,0,2,2,3.92%
Philadelphia,126515001,Philadelphia City SD,3857,Overbrook HS,483,44,21,65,13.46%
Philadelphia,126515001,Philadelphia City SD,7782,Parkway Center City Middle College,497,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,6548,Parkway Northwest,273,7,6,13,4.76%
Philadelphia,126515001,Philadelphia City SD,7808,Parkway West,319,8,15,23,7.21%
Philadelphia,126515001,Philadelphia City SD,7780,Paul Robeson HS for Human Services,307,1,3,4,1.30%
Philadelphia,126515001,Philadelphia City SD,7706,Penn Alexander Sch,94,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,8293,Penn Treaty Sch,479,19,13,32,6.68%
Philadelphia,126515001,Philadelphia City SD,3616,Penrose Sch,108,2,0,2,1.85%
Philadelphia,126515001,Philadelphia City SD,9999,Philadelphia City SD,"3,413",507,409,916,26.84%
Philadelphia,126515001,Philadelphia City SD,8385,Philadelphia Learning Academy - North,72,21,10,31,43.06%
Philadelphia,126515001,Philadelphia City SD,8386,Philadelphia Learning Academy - South,115,20,8,28,24.35%
Philadelphia,126515001,Philadelphia City SD,7850,Philadelphia Military Acad at Elverson,285,3,1,4,1.40%
Philadelphia,126515001,Philadelphia City SD,5121,Potter-Thomas Sch,104,1,1,2,1.92%
Philadelphia,126515001,Philadelphia City SD,7813,Randolph A. Philip AVT HS,416,23,7,30,7.21%
Philadelphia,126515001,Philadelphia City SD,3614,Rhoads James Sch,91,0,1,1,1.10%
Philadelphia,126515001,Philadelphia City SD,8292,Rhodes E Washington Sch,172,1,0,1,0.58%
Philadelphia,126515001,Philadelphia City SD,8296,Roosevelt Theodore MS,155,3,2,5,3.23%
Philadelphia,126515001,Philadelphia City SD,3844,Roxborough HS,732,37,24,61,8.33%
Philadelphia,126515001,Philadelphia City SD,3668,Samuel Gompers Sch,89,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,6539,Samuel Pennypacker Sch,65,1,1,2,3.08%
Philadelphia,126515001,Philadelphia City SD,3861,Saul W B Agricultural School,497,6,6,12,2.41%
Philadelphia,126515001,Philadelphia City SD,7245,Sayre William L MS,411,25,16,41,9.98%
Philadelphia,126515001,Philadelphia City SD,7903,School of the Future,550,14,15,29,5.27%
Philadelphia,126515001,Philadelphia City SD,7906,Science Leadership Academy,500,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,8387,Science Leadership Academy MS,91,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3653,Sharswood George Sch,115,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3725,Shawmont Sch,112,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3859,South Philadelphia HS,617,43,23,66,10.70%
Philadelphia,126515001,Philadelphia City SD,3654,Southwark Sch,191,4,2,6,3.14%
Philadelphia,126515001,Philadelphia City SD,3655,Spring Garden Sch,52,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,7234,Spruance Gilbert Sch,332,3,5,8,2.41%
Philadelphia,126515001,Philadelphia City SD,3635,Stanton Edwin M Sch,46,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,4963,Stearne Allen M Sch,89,2,1,3,3.37%
Philadelphia,126515001,Philadelphia City SD,3727,Steel Edward Sch,82,3,3,6,7.32%
Philadelphia,126515001,Philadelphia City SD,7255,Strawberry Mansion HS,169,14,11,25,14.79%
Philadelphia,126515001,Philadelphia City SD,7072,Swenson Arts & Technology HS,648,6,4,10,1.54%
Philadelphia,126515001,Philadelphia City SD,3657,Taggart John H Sch,95,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,8331,The Linc,235,9,7,16,6.81%
Philadelphia,126515001,Philadelphia City SD,8330,The Science Leadership Academy at Beeber,480,2,4,6,1.25%
Philadelphia,126515001,Philadelphia City SD,8298,The SD of Philadelphia Virtual Academy,529,37,40,77,14.56%
Philadelphia,126515001,Philadelphia City SD,8329,The U School: Innovative Lab,253,10,9,19,7.51%
Philadelphia,126515001,Philadelphia City SD,8328,The Workshop School,255,3,0,3,1.18%
Philadelphia,126515001,Philadelphia City SD,8297,Tilden William T MS,205,6,6,12,5.85%
Philadelphia,126515001,Philadelphia City SD,8294,Vare-Washington El Sch,70,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,8440,Vaux HS: A Big Picture School,210,2,7,9,4.29%
Philadelphia,126515001,Philadelphia City SD,3835,Wagner Gen Louis MS,327,0,2,2,0.61%
Philadelphia,126515001,Philadelphia City SD,7225,Waring Laura W Sch,56,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,6527,Washington George HS,"1,360",74,43,117,8.60%
Philadelphia,126515001,Philadelphia City SD,7663,Washington Grover Jr Sch,289,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3615,Washington Martha Sch,77,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3703,Welsh John Sch,77,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,3860,West Philadelphia HS,445,23,13,36,8.09%
Philadelphia,126515001,Philadelphia City SD,3728,Widener Memorial Sch,96,0,0,0,0.00%
Philadelphia,126515001,Philadelphia City SD,7253,Wilson Woodrow MS,877,6,1,7,0.80%
Philadelphia,126515001,Philadelphia City SD,7233,Ziegler William H Sch,135,0,0,0,0.00%
Philadelphia,126510009,Philadelphia Electrical & Tech CHS,9999,Philadelphia Electrical & Tech CHS,4,0,0,0,0.00%
Philadelphia,126510009,Philadelphia Electrical & Tech CHS,7737,Philadelphia Electrical & Tech CHS,596,0,3,3,0.50%
Philadelphia,126513400,Philadelphia Performing Arts CS,9999,Philadelphia Performing Arts CS,4,0,0,0,0.00%
Philadelphia,126513400,Philadelphia Performing Arts CS,7647,Philadelphia Performing Arts CS,"1,029",0,0,0,0.00%
Philadelphia,126512960,Preparatory CS of Mathematics Science Te,7540,Preparatory CS of Mathematics Science Te,631,0,0,0,0.00%
Philadelphia,126510008,Richard Allen Preparatory CS,7684,Richard Allen Preparatory CS,265,0,0,0,0.00%
Philadelphia,126510001,Russell Byers CS,7677,Russell Byers CS,98,0,0,0,0.00%
Philadelphia,114514135,Sankofa Freedom Academy Charter School,8083,Sankofa Freedom Academy Charter School,289,0,0,0,0.00%
Philadelphia,108515107,Southwest Leadership Academy CS,7960,Southwest Leadership Academy CS,115,0,0,0,0.00%
Philadelphia,192518422,Tacony Academy Charter School,8126,Tacony Academy Charter School,542,6,3,9,1.66%
Philadelphia,126511530,TECH Freire CS,8359,TECH Freire CS,490,5,2,7,1.43%
Philadelphia,126515691,The Philadelphia CS for Arts and Science,9999,The Philadelphia CS for Arts and Science,1,0,0,0,0.00%
Philadelphia,126515691,The Philadelphia CS for Arts and Science,8252,The Philadelphia CS for Arts and Science,216,0,0,0,0.00%
Philadelphia,126512674,Universal Alcorn CS,8287,Universal Alcorn CS,89,0,0,0,0.00%
Philadelphia,126519434,Universal Audenried Charter School,8195,Universal Audenried Charter School,518,14,21,35,6.76%
Philadelphia,126517442,Universal Creighton Charter School,8251,Universal Creighton Charter School,168,0,0,0,0.00%
Philadelphia,103519376,Universal Daroff Charter School,8146,Universal Daroff Charter School,115,0,2,2,1.74%
Philadelphia,126513210,Universal Institute CS,7580,Universal Institute CS,119,0,1,1,0.84%
Philadelphia,126513415,Universal Vare Charter School,8196,Universal Vare Charter School,173,5,0,5,2.89%
Philadelphia,126513020,West Oak Lane CS,7548,West Oak Lane CS,187,0,0,0,0.00%
Philadelphia,126510007,Wissahickon CS,7724,Wissahickon CS,204,0,0,0,0.00%
Philadelphia,126513250,Young Scholars CS,7584,Young Scholars CS,185,0,0,0,0.00%
Philadelphia,126512870,Youth Build Phila CS,7513,Youth Build Phila CS,225,34,48,82,36.44%
Pike,120522003,Delaware Valley SD,5261,Delaware Valley HS,"1,549",11,3,14,0.90%
Pike,120522003,Delaware Valley SD,3865,Delaware Valley MS,335,0,0,0,0.00%
Pike,120522003,Delaware Valley SD,7408,Dingman-Delaware MS,368,0,0,0,0.00%
Pike,119648303,Wallenpaupack Area SD,4310,Wallenpaupack Area HS,"1,028",7,1,8,0.78%
Pike,119648303,Wallenpaupack Area SD,6956,Wallenpaupack Area MS,450,0,0,0,0.00%
Potter,109530304,Austin Area SD,6222,Austin Area JSHS,85,0,0,0,0.00%
Potter,109531304,Coudersport Area SD,3869,Coudersport Area JSHS,367,5,0,5,1.36%
Potter,109531304,Coudersport Area SD,9999,Coudersport Area SD,1,0,0,0,0.00%
Potter,109532804,Galeton Area SD,6223,Galeton Area Sch,154,2,1,3,1.95%
Potter,109535504,Northern Potter SD,3875,Northern Potter JSHS,221,0,0,0,0.00%
Potter,109537504,Oswayo Valley SD,3877,Oswayo Valley HS,121,2,0,2,1.65%
Potter,109537504,Oswayo Valley SD,7753,Oswayo Valley MS,56,0,0,0,0.00%
Schuylkill,129540803,Blue Mountain SD,3891,Blue Mountain HS,886,3,6,9,1.02%
Schuylkill,129540803,Blue Mountain SD,5263,Blue Mountain MS,445,0,0,0,0.00%
Schuylkill,129540803,Blue Mountain SD,9999,Blue Mountain SD,6,0,0,0,0.00%
Schuylkill,129544907,Gillingham Charter School,8161,Gillingham Charter School,113,0,0,0,0.00%
Schuylkill,129544503,Mahanoy Area SD,8403,Mahanoy Area JSHS,449,7,3,10,2.23%
Schuylkill,129544503,Mahanoy Area SD,9999,Mahanoy Area SD,8,0,0,0,0.00%
Schuylkill,129544703,Minersville Area SD,6583,Minersville Area JSHS,513,2,1,3,0.58%
Schuylkill,129545003,North Schuylkill SD,3883,North Schuylkill JSHS,939,9,6,15,1.60%
Schuylkill,129545003,North Schuylkill SD,9999,North Schuylkill SD,5,0,0,0,0.00%
Schuylkill,129546003,Pine Grove Area SD,3910,Pine Grove Area HS,506,8,2,10,1.98%
Schuylkill,129546003,Pine Grove Area SD,5262,Pine Grove Area MS,265,0,0,0,0.00%
Schuylkill,129546103,Pottsville Area SD,5265,Lengel MS,356,0,0,0,0.00%
Schuylkill,129546103,Pottsville Area SD,3924,Pottsville Area HS,969,16,10,26,2.68%
Schuylkill,129546103,Pottsville Area SD,9999,Pottsville Area SD,12,8,1,9,75.00%
Schuylkill,129546803,Saint Clair Area SD,3930,Saint Clair Area El/MS,115,0,0,0,0.00%
Schuylkill,129546803,Saint Clair Area SD,9999,Saint Clair Area SD,1,0,0,0,0.00%
Schuylkill,129547303,Schuylkill Haven Area SD,9999,Schuylkill Haven Area SD,1,0,0,0,0.00%
Schuylkill,129547303,Schuylkill Haven Area SD,3935,Schuylkill Haven MS,92,0,0,0,0.00%
Schuylkill,129547303,Schuylkill Haven Area SD,5264,Schuylkill Haven SHS,493,6,1,7,1.42%
Schuylkill,129547203,Shenandoah Valley SD,3940,Shenandoah Valley JSHS,483,6,3,9,1.86%
Schuylkill,129547203,Shenandoah Valley SD,9999,Shenandoah Valley SD,2,0,0,0,0.00%
Schuylkill,129547603,Tamaqua Area SD,7662,Tamaqua Area MS,360,0,0,0,0.00%
Schuylkill,129547603,Tamaqua Area SD,5070,Tamaqua Area SHS,658,8,5,13,1.98%
Schuylkill,129547803,Tri-Valley SD,3957,Tri-Valley JSHS,388,2,0,2,0.52%
Schuylkill,129548803,Williams Valley SD,3914,Williams Valley JSHS,464,4,1,5,1.08%
Snyder,116555003,Midd-West SD,3962,Midd-West HS,819,8,4,12,1.47%
Snyder,116555003,Midd-West SD,7799,Midd-West MS,188,0,0,0,0.00%
Snyder,116555003,Midd-West SD,9999,Midd-West SD,2,0,0,0,0.00%
Snyder,116557103,Selinsgrove Area SD,3969,Selinsgrove Area HS,862,18,7,25,2.90%
Snyder,116557103,Selinsgrove Area SD,6817,Selinsgrove Area MS,459,0,0,0,0.00%
Snyder,116557103,Selinsgrove Area SD,9999,Selinsgrove Area SD,3,1,0,1,33.33%
Somerset,108561003,Berlin Brothersvalley SD,7645,Berlin Brothersvalley MS,98,0,0,0,0.00%
Somerset,108561003,Berlin Brothersvalley SD,6207,Berlin Brothersvalley SHS,232,0,0,0,0.00%
Somerset,108561803,Conemaugh Township Area SD,3978,Conemaugh Twp Area MS/SHS,455,4,1,5,1.10%
Somerset,108565203,Meyersdale Area SD,3994,Meyersdale Area HS,282,2,1,3,1.06%
Somerset,108565203,Meyersdale Area SD,7613,Meyersdale Area MS,140,0,0,0,0.00%
Somerset,108565203,Meyersdale Area SD,9999,Meyersdale Area SD,5,0,0,0,0.00%
Somerset,108565503,North Star SD,7259,North Star East MS,154,0,0,0,0.00%
Somerset,108565503,North Star SD,3988,North Star HS,331,4,4,8,2.42%
Somerset,108566303,Rockwood Area SD,6210,Rockwood Area JSHS,364,3,0,3,0.82%
Somerset,108567004,Salisbury-Elk Lick SD,4002,Salisbury-Elk Lick JSHS,109,0,0,0,0.00%
Somerset,108567204,Shade-Central City SD,4006,Shade JSHS,221,1,0,1,0.45%
Somerset,108567404,Shanksville-Stonycreek SD,6800,Shanksville-Stonycreek HS,102,0,0,0,0.00%
Somerset,108567404,Shanksville-Stonycreek SD,7398,Shanksville-Stonycreek MS,44,0,0,0,0.00%
Somerset,108567404,Shanksville-Stonycreek SD,9999,Shanksville-Stonycreek SD,3,0,0,0,0.00%
Somerset,108567703,Somerset Area SD,8274,Somerset Area Jr-Sr HS,"1,006",11,4,15,1.49%
Somerset,108568404,Turkeyfoot Valley Area SD,6216,Turkeyfoot Valley Area JSHS,140,1,2,3,2.14%
Somerset,108569103,Windber Area SD,4026,Windber Area HS,355,1,0,1,0.28%
Somerset,108569103,Windber Area SD,7145,Windber Area MS,175,0,0,0,0.00%
Somerset,108569103,Windber Area SD,9999,Windber Area SD,5,0,0,0,0.00%
Sullivan,117576303,Sullivan County SD,4030,Sullivan Co JSHS,283,0,1,1,0.35%
Susquehanna,119581003,Blue Ridge SD,4034,Blue Ridge HS,267,1,3,4,1.50%
Susquehanna,119581003,Blue Ridge SD,7400,Blue Ridge MS,149,0,0,0,0.00%
Susquehanna,119582503,Elk Lake SD,6418,Elk Lake JSHS,518,1,0,1,0.19%
Susquehanna,119583003,Forest City Regional SD,6419,Forest City Regional HS,349,1,0,1,0.29%
Susquehanna,119584503,Montrose Area SD,4044,Montrose Area JSHS,618,2,4,6,0.97%
Susquehanna,119584603,Mountain View SD,4049,Mountain View JSHS,428,3,1,4,0.93%
Susquehanna,119586503,Susquehanna Community SD,4054,Susquehanna Community JSHS,322,1,0,1,0.31%
Susquehanna,119586503,Susquehanna Community SD,9999,Susquehanna Community SD,20,0,0,0,0.00%
Tioga,117596003,Northern Tioga SD,4058,Cowanesque Valley JSHS,407,2,0,2,0.49%
Tioga,117596003,Northern Tioga SD,6373,Williamson SHS,532,7,3,10,1.88%
Tioga,117597003,Southern Tioga SD,4064,North Penn-Liberty JSHS,306,0,0,0,0.00%
Tioga,117597003,Southern Tioga SD,4068,North Penn-Mansfield JSHS,577,0,2,2,0.35%
Tioga,117598503,Wellsboro Area SD,4079,Rock L Butler MS,213,0,0,0,0.00%
Tioga,117598503,Wellsboro Area SD,4080,Wellsboro Area HS,499,3,7,10,2.00%
Union,116604003,Lewisburg Area SD,4665,Donald H Eichhorn MS,319,0,0,0,0.00%
Union,116604003,Lewisburg Area SD,9999,Lewisburg Area SD,2,0,0,0,0.00%
Union,116604003,Lewisburg Area SD,4085,Lewisburg HS,621,1,0,1,0.16%
Union,116605003,Mifflinburg Area SD,6809,Mifflinburg Area MS,304,0,0,0,0.00%
Union,116605003,Mifflinburg Area SD,4091,Mifflinburg Area SHS,719,6,5,11,1.53%
Venango,106611303,Cranberry Area SD,4098,Cranberry Area JSHS,509,4,0,4,0.79%
Venango,106612203,Franklin Area SD,4106,Franklin Area JSHS,843,6,3,9,1.07%
Venango,106612203,Franklin Area SD,9999,Franklin Area SD,13,0,0,0,0.00%
Venango,106616203,Oil City Area SD,7215,Oil City Area MS,314,0,0,0,0.00%
Venango,106616203,Oil City Area SD,9999,Oil City Area SD,8,1,0,1,12.50%
Venango,106616203,Oil City Area SD,4931,Oil City SHS,576,10,2,12,2.08%
Venango,106617203,Titusville Area SD,7601,Titusville MS,300,0,0,0,0.00%
Venango,106617203,Titusville Area SD,1668,Titusville SHS,539,4,2,6,1.11%
Venango,106618603,Valley Grove SD,4126,Rocky Grove JSHS,433,2,2,4,0.92%
Warren,105620001,Tidioute Community CS,7833,Tidioute Community CS,144,0,0,0,0.00%
Warren,105628302,Warren County SD,4148,Beaty-Warren MS,312,0,0,0,0.00%
Warren,105628302,Warren County SD,4143,Eisenhower M/HS,427,2,1,3,0.70%
Warren,105628302,Warren County SD,4146,Sheffield M/HS,250,1,2,3,1.20%
Warren,105628302,Warren County SD,4149,Warren Area HS,719,11,7,18,2.50%
Warren,105628302,Warren County SD,4133,Youngsville El/MS,116,0,1,1,0.86%
Warren,105628302,Warren County SD,4135,Youngsville HS,246,6,4,10,4.07%
Washington,101630504,Avella Area SD,4165,Avella Area JSHS,258,1,1,2,0.78%
Washington,101630504,Avella Area SD,9999,Avella Area SD,1,0,0,0,0.00%
Washington,101630903,Bentworth SD,7988,Bentworth MS,195,0,0,0,0.00%
Washington,101630903,Bentworth SD,4188,Bentworth SHS,354,3,1,4,1.13%
Washington,101631003,Bethlehem-Center SD,5267,Bethlehem-Center MS,154,0,0,0,0.00%
Washington,101631003,Bethlehem-Center SD,9999,Bethlehem-Center SD,1,0,0,0,0.00%
Washington,101631003,Bethlehem-Center SD,4181,Bethlehem-Center SHS,414,3,5,8,1.93%
Washington,101631203,Burgettstown Area SD,4195,Burgettstown MS/HS,504,9,5,14,2.78%
Washington,101631503,California Area SD,6939,California Area MS,140,0,0,0,0.00%
Washington,101631503,California Area SD,4203,California Area SHS,264,4,1,5,1.89%
Washington,101631703,Canon-McMillan SD,4217,Canon-McMillan SHS,"1,662",1,2,3,0.18%
